Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
<18,Private,12th,Never-married,Other-service,Own-child,White,Male,15,United-States,LessThan50K
31-50,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,16,?,LessThan50K
31-50,Private,10th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,India,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
31-50,?,HS-grad,Never-married,?,Unmarried,Black,Female,35,United-States,LessThan50K
22-30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,MoreThan50K
>50,Private,Some-college,Separated,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,LessThan50K
31-50,Private,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,Black,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,30,United-States,LessThan50K
>50,Local-gov,7th-8th,Divorced,Other-service,Unmarried,White,Female,40,Columbia,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,MoreThan50K
22-30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,Canada,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,MoreThan50K
>50,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Sales,Other-relative,Black,Female,35,United-States,LessThan50K
>50,Private,Preschool,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,China,LessThan50K
>50,Local-gov,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,11th,Never-married,Sales,Own-child,White,Female,5,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,Other-relative,White,Male,45,United-States,MoreThan50K
>50,Private,7th-8th,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,Hungary,MoreThan50K
31-50,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,43,?,LessThan50K
31-50,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,28,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Black,Female,38,United-States,LessThan50K
>50,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Cuba,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,48,United-States,LessThan50K
31-50,Local-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,38,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,United-States,MoreThan50K
>50,Self-emp-not-inc,1st-4th,Widowed,Other-service,Unmarried,White,Female,30,El-Salvador,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,White,Female,32,United-States,LessThan50K
31-50,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,MoreThan50K
18-21,Private,12th,Never-married,Other-service,Own-child,White,Male,15,United-States,LessThan50K
31-50,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Male,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,LessThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,MoreThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,MoreThan50K
>50,Private,10th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Separated,Craft-repair,Unmarried,White,Male,47,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,MoreThan50K
>50,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,40,Portugal,LessThan50K
31-50,Private,Assoc-voc,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,MoreThan50K
>50,Private,5th-6th,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,37,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,MoreThan50K
22-30,Private,7th-8th,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Guatemala,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
>50,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,LessThan50K
>50,?,7th-8th,Never-married,?,Other-relative,Black,Male,30,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,24,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Other-service,Husband,Black,Male,40,?,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,England,LessThan50K
31-50,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,MoreThan50K
22-30,?,Some-college,Divorced,?,Own-child,White,Female,15,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
>50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,MoreThan50K
22-30,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,MoreThan50K
22-30,Local-gov,Bachelors,Never-married,Tech-support,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,MoreThan50K
>50,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
18-21,State-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,85,United-States,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
22-30,?,Bachelors,Married-spouse-absent,?,Not-in-family,White,Female,4,India,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,30,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,45,?,MoreThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,MoreThan50K
31-50,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-not-inc,Assoc-voc,Married-spouse-absent,Sales,Not-in-family,White,Male,46,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,MoreThan50K
22-30,?,10th,Separated,?,Not-in-family,White,Male,30,United-States,LessThan50K
>50,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,?,MoreThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,LessThan50K
31-50,State-gov,HS-grad,Separated,Other-service,Own-child,White,Female,32,United-States,LessThan50K
31-50,Private,9th,Separated,Craft-repair,Unmarried,Black,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,60,?,MoreThan50K
31-50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Cuba,MoreThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,30,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,15,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,?,MoreThan50K
22-30,Private,7th-8th,Never-married,Priv-house-serv,Other-relative,White,Female,40,Guatemala,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
22-30,?,HS-grad,Never-married,?,Own-child,Black,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
22-30,State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,10th,Widowed,Machine-op-inspct,Not-in-family,White,Male,52,United-States,LessThan50K
31-50,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,75,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,35,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,United-States,LessThan50K
22-30,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,MoreThan50K
>50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,LessThan50K
22-30,Private,9th,Never-married,Machine-op-inspct,Other-relative,White,Male,35,Mexico,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,?,LessThan50K
>50,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,43,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,LessThan50K
>50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,Thailand,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Greece,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,32,United-States,LessThan50K
>50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,24,United-States,LessThan50K
22-30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,LessThan50K
18-21,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,22,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,60,Mexico,LessThan50K
31-50,Private,10th,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,United-States,LessThan50K
31-50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Masters,Never-married,Sales,Not-in-family,White,Male,55,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Other-service,Other-relative,White,Male,42,United-States,LessThan50K
>50,?,10th,Married-civ-spouse,?,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,LessThan50K
31-50,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Female,30,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,18-21,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,60,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Never-married,Other-service,Not-in-family,White,Female,30,Poland,LessThan50K
31-50,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,25,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,42,United-States,LessThan50K
>50,Local-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,9th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,18-21,Philippines,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,MoreThan50K
18-21,?,HS-grad,Never-married,?,Own-child,Black,Male,35,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,46,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,United-States,MoreThan50K
31-50,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,LessThan50K
>50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,MoreThan50K
>50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,8,United-States,LessThan50K
>50,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
<18,Private,10th,Never-married,Prof-specialty,Own-child,Other,Female,15,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Transport-moving,Own-child,White,Female,38,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,35,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,15,?,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,24,Canada,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Local-gov,Assoc-voc,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Widowed,Adm-clerical,Unmarried,White,Female,45,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,27,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,55,United-States,LessThan50K
31-50,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,50,?,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
