src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
panynj,2011-12-31-AA-649-ORD-SNA,1:30 PM- Dec 31,,H17,3:50 PM- Dec 31,,Terminal A - 7
gofox,2011-12-31-AA-649-ORD-SNA,1:30 PM- Dec 31,,,3:50 PM- Dec 31,,
foxbusiness,2011-12-31-AA-649-ORD-SNA,1:30 PM- Dec 31,,H17,3:50 PM- Dec 31,,Terminal A - 7
allegiantair,2011-12-31-AA-649-ORD-SNA,1:30 PM- Dec 31,,H17,3:50 PM- Dec 31,,Terminal A - 7
boston,2011-12-31-AA-649-ORD-SNA,1:30 PM- Dec 31,Not Available,,3:50 PM- Dec 31,Not Available,
travelocity,2011-12-31-AA-649-ORD-SNA,Dec 31 - 1:30pm,Dec 31 - Not Available,H17/T3,Dec 31 - 3:50pm,Dec 31 - Not Available,7
orbitz,2011-12-31-AA-649-ORD-SNA,1:30pDec 31,, H17,3:50pDec 31,, 7
weather,2011-12-31-AA-649-ORD-SNA,2011-12-31 01:30 PM,,,2011-12-31 03:50 PM,,
mytripandmore,2011-12-31-AA-649-ORD-SNA,Dec 31 - 1:30pm,Dec 31 - Not Available,H17/T3,Dec 31 - 3:50pm,Dec 31 - Not Available,7
flightarrival,2011-12-31-AA-649-ORD-SNA,2011-12-31 01:30 PM,,,2011-12-31 03:50 PM,,
ua,2011-12-31-UA-382-IAD-LAX,Sat- Dec 31 12:20 PM,Sat- Dec 31 1:50 PM            Delayed,C27,Sat- Dec 31 3:08 PM,Sat- Dec 31 4:18 PM,73
ua,2011-12-31-UA-382-IAD-LAX,Sat- Dec 31 12:20 PM,Sat- Dec 31 1:50 PM            Delayed,C27,Sat- Dec 31 3:08 PM,Sat- Dec 31 4:25 PM,75B
flightexplorer,2011-12-31-UA-382-IAD-LAX,,12/31/2011 2:01PM EST,,,12/31/2011 4:14PM PST,
flightexplorer,2011-12-31-UA-382-IAD-LAX,,12/31/2011 2:01PM EST,,,12/31/2011 4:09PM PST,
airtravelcenter,2011-12-31-UA-382-IAD-LAX,,12/31/11 2:02 PM (-05:00),,,12/31/11 4:12 PM (-08:00),
myrateplan,2011-12-31-UA-382-IAD-LAX,,12/31/11 2:02 PM (-05:00),,,12/31/11 4:12 PM (-08:00),
helloflight,2011-12-31-UA-382-IAD-LAX,,12/31/11 2:02 PM (-05:00),,,12/31/11 4:12 PM (-08:00),
flytecomm,2011-12-31-UA-382-IAD-LAX,,12/31/11 2:02 PM (-05:00),,,12/31/11 4:12 PM (-08:00),
flightaware,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20PM EST,2011-12-31 02:01PM EST, C27 ,2011-12-31 02:40PM PST,2011-12-31 04:15PM PST, 75B 
flightaware,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20PM EST,2011-12-31 02:02PM EST, C27 ,2011-12-31 02:40PM PST,2011-12-31 04:09PM PST, 73 
wunderground,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20PM EST,2011-12-31 02:01PM EST, C27 ,2011-12-31 02:40PM PST,2011-12-31 04:15PM PST, 75B 
wunderground,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20PM EST,2011-12-31 02:02PM EST, C27 ,2011-12-31 02:40PM PST,2011-12-31 04:09PM PST, 73 
flights,2011-12-31-UA-382-IAD-LAX,,2011-12-31 01:50 PM,C27,,2011-12-31 03:08 PM,73
flights,2011-12-31-UA-382-IAD-LAX,,2011-12-31 01:50 PM,C27,,2011-12-31 03:08 PM,75B
businesstravellogue,2011-12-31-UA-382-IAD-LAX,,2011-12-31 01:50 PM,C27,,2011-12-31 03:08 PM,73
businesstravellogue,2011-12-31-UA-382-IAD-LAX,,2011-12-31 01:50 PM,C27,,2011-12-31 03:08 PM,75B
flylouisville,2011-12-31-UA-382-IAD-LAX,,2011-12-31 01:50 PM,C27,,2011-12-31 03:08 PM,73
flylouisville,2011-12-31-UA-382-IAD-LAX,,2011-12-31 01:50 PM,C27,,2011-12-31 03:08 PM,75B
flightstats,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20 PM,2011-12-31 1:50 PM,,2011-12-31 3:08 PM,2011-12-31 4:28 PM (Estimated),
quicktrip,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20 PM,2011-12-31 1:50 PM,,2011-12-31 3:08 PM,2011-12-31 4:28 PM (Estimated),
flightview,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:18 PMDec 31,
flightview,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
panynj,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:18 PMDec 31,
panynj,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
gofox,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:18 PMDec 31,
gofox,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
foxbusiness,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:18 PMDec 31,
foxbusiness,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
allegiantair,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:18 PMDec 31,
allegiantair,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
boston,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
boston,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:12 PMDec 31,
orbitz,2011-12-31-UA-382-IAD-LAX,12:20pDec 31,1:50pDec 31, C27,5:28pDec 31,, 73
orbitz,2011-12-31-UA-382-IAD-LAX,12:20pDec 31,1:50pDec 31, C27,5:42pDec 31,, 75B
iad,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20 ,2011-12-31 13:40 ,,,,
ifly,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20 PM,2011-12-31 1:50 PM,,2011-12-31 3:08 PM,2011-12-31 4:28 PM (Estimated),
flightwise,2011-12-31-UA-382-IAD-LAX,2011-12-31 12:20PM EST,2011-12-31 02:01PM EST, C27 ,2011-12-31 02:40PM PST,2011-12-31 04:15PM PST, 75B 
flightarrival,2011-12-31-UA-382-IAD-LAX,,2:02 PMDec 31,,,4:16 PMDec 31,
aa,2011-12-31-AA-3063-SLC-LAX,December 31- 2011               08:20 PM    ,December 31- 2011               08:15 PM    , A3,December 31- 2011               09:20 PM    ,December 31- 2011     , 44H    
flightexplorer,2011-12-31-AA-3063-SLC-LAX,,12/31/2011 8:36PM MST,,,12/31/2011 9:07PM PST,
airtravelcenter,2011-12-31-AA-3063-SLC-LAX,,12/31/11 8:36 PM (-07:00),,,12/31/11 9:09 PM (-08:00),
myrateplan,2011-12-31-AA-3063-SLC-LAX,,12/31/11 8:36 PM (-07:00),,,12/31/11 9:09 PM (-08:00),
helloflight,2011-12-31-AA-3063-SLC-LAX,,12/31/11 8:36 PM (-07:00),,,12/31/11 9:09 PM (-08:00),
flytecomm,2011-12-31-AA-3063-SLC-LAX,,12/31/11 8:36 PM (-07:00),,,12/31/11 9:09 PM (-08:00),
flightaware,2011-12-31-AA-3063-SLC-LAX,2011-12-31 08:20PM MST,2011-12-31 08:36PM MST, A3 ,2011-12-31 09:11PM PST,2011-12-31 09:07PM PST, 44H 
wunderground,2011-12-31-AA-3063-SLC-LAX,2011-12-31 08:20PM MST,2011-12-31 08:36PM MST, A3 ,2011-12-31 09:11PM PST,2011-12-31 09:07PM PST, 44H 
flights,2011-12-31-AA-3063-SLC-LAX,,2011-12-31 08:15 PM,A3,,2011-12-31 09:20 PM,44H
businesstravellogue,2011-12-31-AA-3063-SLC-LAX,,2011-12-31 08:15 PM,A3,,2011-12-31 09:20 PM,44H
flylouisville,2011-12-31-AA-3063-SLC-LAX,,2011-12-31 08:15 PM,A3,,2011-12-31 09:20 PM,44H
flightstats,2011-12-31-AA-3063-SLC-LAX,2011-12-31 8:20 PM,2011-12-31 8:15 PM,,2011-12-31 9:20 PM,2011-12-31 9:16 PM (Estimated),
quicktrip,2011-12-31-AA-3063-SLC-LAX,2011-12-31 8:20 PM,2011-12-31 8:15 PM,,2011-12-31 9:20 PM,2011-12-31 9:16 PM (Estimated),
flightview,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
panynj,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
gofox,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
foxbusiness,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
allegiantair,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
boston,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
travelocity,2011-12-31-AA-3063-SLC-LAX,Dec 31 - 8:20pm,Dec 31 - 8:15pm,A3,Dec 31 - 9:20pm,Dec 31 - 9:16pm*,44H/T4
orbitz,2011-12-31-AA-3063-SLC-LAX,8:20pDec 31,8:15pDec 31, A3,9:16pDec 31,, 44H
weather,2011-12-31-AA-3063-SLC-LAX,2011-12-31 08:20 PM,,,2011-12-31 09:20 PM,,
usatoday,2011-12-31-AA-3063-SLC-LAX,2011-12-31 8:20 PM,2011-12-31 8:15 PM,,2011-12-31 9:20 PM,2011-12-31 9:16 PM (Estimated),
mytripandmore,2011-12-31-AA-3063-SLC-LAX,8:20pDec 31,8:15pDec 31, A3,9:16pDec 31,, 44H
flightarrival,2011-12-31-AA-3063-SLC-LAX,,8:36 PMDec 31,,,9:13 PMDec 31,
aa,2011-12-31-AA-222-LAX-BOS,December 31- 2011               07:10 AM    ,December 31- 2011               07:05 AM    , 47B,December 31- 2011               03:30 PM    ,December 31- 2011               03:20 PM    , B34    
airtravelcenter,2011-12-31-AA-222-LAX-BOS,,12/31/11 7:21 AM (-08:00),,,12/31/11 3:04 PM (-05:00),
myrateplan,2011-12-31-AA-222-LAX-BOS,,12/31/11 7:21 AM (-08:00),,,12/31/11 3:04 PM (-05:00),
helloflight,2011-12-31-AA-222-LAX-BOS,,12/31/11 7:21 AM (-08:00),,,12/31/11 3:04 PM (-05:00),
flytecomm,2011-12-31-AA-222-LAX-BOS,,12/31/11 7:21 AM (-08:00),,,12/31/11 3:04 PM (-05:00),
flightaware,2011-12-31-AA-222-LAX-BOS,2011-12-31 07:10AM PST,2011-12-31 07:21AM PST, 47B ,2011-12-31 03:14PM EST,2011-12-31 03:14PM EST, B34 
wunderground,2011-12-31-AA-222-LAX-BOS,2011-12-31 07:10AM PST,2011-12-31 07:21AM PST, 47B ,2011-12-31 03:14PM EST,2011-12-31 03:14PM EST, B34 
flights,2011-12-31-AA-222-LAX-BOS,07:10 AM  Sat 31-Dec-2011,07:05 AM  Sat 31-Dec-2011,47B,03:30 PM  Sat 31-Dec-2011,03:20 PM  Sat 31-Dec-2011,B34
businesstravellogue,2011-12-31-AA-222-LAX-BOS,07:10 AM  Sat 31-Dec-2011,07:05 AM  Sat 31-Dec-2011,47B,03:30 PM  Sat 31-Dec-2011,03:20 PM  Sat 31-Dec-2011,B34
flylouisville,2011-12-31-AA-222-LAX-BOS,07:10 AM  Sat 31-Dec-2011,07:05 AM  Sat 31-Dec-2011,47B,03:30 PM  Sat 31-Dec-2011,03:20 PM  Sat 31-Dec-2011,B34
flightstats,2011-12-31-AA-222-LAX-BOS,2011-12-31 7:10 AM,2011-12-31 7:05 AM,,2011-12-31 3:30 PM,2011-12-31 3:20 PM,
quicktrip,2011-12-31-AA-222-LAX-BOS,2011-12-31 7:10 AM,2011-12-31 7:05 AM,,2011-12-31 3:30 PM,2011-12-31 3:20 PM,
world-flight-tracker,2011-12-31-AA-222-LAX-BOS,2011-12-31 7:10 AM,2011-12-31 7:05 AM,,2011-12-31 3:30 PM,2011-12-31 3:20 PM,
flightview,2011-12-31-AA-222-LAX-BOS,7:10 AM- Dec 31,7:21 AM- Dec 31,Terminal 4 - 47B,3:30 PM- Dec 31,3:20 PM- Dec 31,Terminal B - B34
panynj,2011-12-31-AA-222-LAX-BOS,7:10 AM- Dec 31,7:21 AM- Dec 31,Terminal 4 - 47B,3:30 PM- Dec 31,3:20 PM- Dec 31,Terminal B - B34
gofox,2011-12-31-AA-222-LAX-BOS,7:10 AM- Dec 31,7:21 AM- Dec 31,,3:30 PM- Dec 31,3:20 PM- Dec 31,
foxbusiness,2011-12-31-AA-222-LAX-BOS,7:10 AM- Dec 31,7:21 AM- Dec 31,Terminal 4 - 47B,3:30 PM- Dec 31,3:20 PM- Dec 31,Terminal B - B34
allegiantair,2011-12-31-AA-222-LAX-BOS,7:10 AM- Dec 31,7:21 AM- Dec 31,Terminal 4 - 47B,3:30 PM- Dec 31,3:20 PM- Dec 31,Terminal B - B34
boston,2011-12-31-AA-222-LAX-BOS,7:10 AM- Dec 31,7:21 AM- Dec 31,,3:30 PM- Dec 31,3:14 PM- Dec 31,
travelocity,2011-12-31-AA-222-LAX-BOS,Dec 31 - 7:10am,Dec 31 - 7:05am,47B/T4,Dec 31 - 3:30pm,Dec 31 - 3:20pm,B34
orbitz,2011-12-31-AA-222-LAX-BOS,7:10aDec 31,7:05aDec 31, 47B,3:30pDec 31,3:20pDec 31, B34
weather,2011-12-31-AA-222-LAX-BOS,2011-12-31 07:10 AM,,,2011-12-31 03:30 PM,,
ifly,2011-12-31-AA-222-LAX-BOS,2011-12-31 7:10 AM,2011-12-31 7:05 AM,,2011-12-31 3:30 PM,2011-12-31 3:20 PM,
usatoday,2011-12-31-AA-222-LAX-BOS,2011-12-31 07:10 AM,,,2011-12-31 03:30 PM,,
mytripandmore,2011-12-31-AA-222-LAX-BOS,Dec 31 - 7:10am,Dec 31 - 7:05am,47B/T4,Dec 31 - 3:30pm,Dec 31 - 3:20pm,B34
flightwise,2011-12-31-AA-222-LAX-BOS,2011-12-31 07:10AM PST,2011-12-31 07:21AM PST, 47B ,2011-12-31 03:14PM EST,2011-12-31 03:14PM EST, B34 
flightarrival,2011-12-31-AA-222-LAX-BOS,2011-12-31 7:10 AM,2011-12-31 7:05 AM,,2011-12-31 3:30 PM,2011-12-31 3:20 PM,
aa,2011-12-31-AA-3468-CVG-MIA,December 31- 2011               07:00 AM    ,December 31- 2011               06:54 AM    , 1,December 31- 2011               09:55 AM    ,December 31- 2011               09:16 AM    , D27B    
airtravelcenter,2011-12-31-AA-3468-CVG-MIA,,12/31/11 7:04 AM (-05:00),,,12/31/11 9:13 AM (-05:00),
myrateplan,2011-12-31-AA-3468-CVG-MIA,,12/31/11 7:04 AM (-05:00),,,12/31/11 9:13 AM (-05:00),
helloflight,2011-12-31-AA-3468-CVG-MIA,,12/31/11 7:04 AM (-05:00),,,12/31/11 9:13 AM (-05:00),
flytecomm,2011-12-31-AA-3468-CVG-MIA,,12/31/11 7:04 AM (-05:00),,,12/31/11 9:13 AM (-05:00),
flightaware,2011-12-31-AA-3468-CVG-MIA,2011-12-31 07:00AM EST,2011-12-31 07:04AM EST, 1 ,2011-12-31 09:37AM EST,2011-12-31 09:10AM EST, D27B 
wunderground,2011-12-31-AA-3468-CVG-MIA,2011-12-31 07:00AM EST,2011-12-31 07:04AM EST, 1 ,2011-12-31 09:37AM EST,2011-12-31 09:10AM EST, D27B 
flights,2011-12-31-AA-3468-CVG-MIA,07:00 AM  Sat 31-Dec-2011,06:54 AM  Sat 31-Dec-2011,1,09:55 AM  Sat 31-Dec-2011,09:16 AM  Sat 31-Dec-2011,D53
businesstravellogue,2011-12-31-AA-3468-CVG-MIA,07:00 AM  Sat 31-Dec-2011,06:54 AM  Sat 31-Dec-2011,1,09:55 AM  Sat 31-Dec-2011,09:16 AM  Sat 31-Dec-2011,D53
flylouisville,2011-12-31-AA-3468-CVG-MIA,07:00 AM  Sat 31-Dec-2011,06:54 AM  Sat 31-Dec-2011,1,09:55 AM  Sat 31-Dec-2011,09:16 AM  Sat 31-Dec-2011,D53
flightstats,2011-12-31-AA-3468-CVG-MIA,2011-12-31 7:00 AM,2011-12-31 6:54 AM,,2011-12-31 9:55 AM,2011-12-31 9:16 AM,
quicktrip,2011-12-31-AA-3468-CVG-MIA,2011-12-31 7:00 AM,2011-12-31 6:54 AM,,2011-12-31 9:55 AM,2011-12-31 9:16 AM,
world-flight-tracker,2011-12-31-AA-3468-CVG-MIA,2011-12-31 7:00 AM,2011-12-31 6:54 AM,,2011-12-31 9:55 AM,2011-12-31 9:16 AM,
flightview,2011-12-31-AA-3468-CVG-MIA,7:00 AM- Dec 31,7:04 AM- Dec 31,Terminal 2,9:55 AM- Dec 31,9:16 AM- Dec 31,Terminal D - D60
panynj,2011-12-31-AA-3468-CVG-MIA,7:00 AM- Dec 31,7:04 AM- Dec 31,Terminal 2,9:55 AM- Dec 31,9:16 AM- Dec 31,Terminal D - D60
gofox,2011-12-31-AA-3468-CVG-MIA,7:00 AM- Dec 31,7:04 AM- Dec 31,,9:55 AM- Dec 31,9:16 AM- Dec 31,
foxbusiness,2011-12-31-AA-3468-CVG-MIA,7:00 AM- Dec 31,7:04 AM- Dec 31,Terminal 2,9:55 AM- Dec 31,9:16 AM- Dec 31,Terminal D - D60
allegiantair,2011-12-31-AA-3468-CVG-MIA,7:00 AM- Dec 31,7:04 AM- Dec 31,Terminal 2,9:55 AM- Dec 31,9:16 AM- Dec 31,Terminal D - D60
boston,2011-12-31-AA-3468-CVG-MIA,7:00 AM- Dec 31,7:04 AM- Dec 31,,9:55 AM- Dec 31,9:11 AM- Dec 31,
travelocity,2011-12-31-AA-3468-CVG-MIA,Dec 31 - 7:00am,Dec 31 - 6:54am,1,Dec 31 - 9:55am,Dec 31 - 9:16am,D27
orbitz,2011-12-31-AA-3468-CVG-MIA,7:00aDec 31,6:54aDec 31, 1,9:55aDec 31,9:16aDec 31, D27B
weather,2011-12-31-AA-3468-CVG-MIA,2011-12-31 07:00 AM,,,2011-12-31 09:55 AM,,
aa,2011-12-31-AA-3842-MSP-ORD,December 31- 2011               06:00 AM    ,December 31- 2011               05:50 AM    , E14,December 31- 2011               07:30 AM    ,December 31- 2011               07:20 AM    , G6B    
flightexplorer,2011-12-31-AA-3842-MSP-ORD,,12/31/2011 6:12AM CST,,,12/31/2011 7:04AM CST,
airtravelcenter,2011-12-31-AA-3842-MSP-ORD,12/31/11 6:00 AM (-06:00),,,12/31/11 7:30 AM (-06:00),,
myrateplan,2011-12-31-AA-3842-MSP-ORD,12/31/11 6:00 AM (-06:00),,,12/31/11 7:30 AM (-06:00),,
helloflight,2011-12-31-AA-3842-MSP-ORD,12/31/11 6:00 AM (-06:00),,,12/31/11 7:30 AM (-06:00),,
flytecomm,2011-12-31-AA-3842-MSP-ORD,12/31/11 6:00 AM (-06:00),,,12/31/11 7:30 AM (-06:00),,
flightaware,2011-12-31-AA-3842-MSP-ORD,2011-12-31 06:00AM CST,2011-12-31 06:11AM CST, E14 ,2011-12-31 07:13AM CST,2011-12-31 07:01AM CST, G6B 
wunderground,2011-12-31-AA-3842-MSP-ORD,2011-12-31 06:00AM CST,2011-12-31 06:11AM CST, E14 ,2011-12-31 07:13AM CST,2011-12-31 07:01AM CST, G6B 
flights,2011-12-31-AA-3842-MSP-ORD,06:00 AM  Sat 31-Dec-2011,05:50 AM  Sat 31-Dec-2011,E14,07:30 AM  Sat 31-Dec-2011,07:20 AM  Sat 31-Dec-2011,G6B
businesstravellogue,2011-12-31-AA-3842-MSP-ORD,06:00 AM  Sat 31-Dec-2011,05:50 AM  Sat 31-Dec-2011,E14,07:30 AM  Sat 31-Dec-2011,07:20 AM  Sat 31-Dec-2011,G6B
flylouisville,2011-12-31-AA-3842-MSP-ORD,06:00 AM  Sat 31-Dec-2011,05:50 AM  Sat 31-Dec-2011,E14,07:30 AM  Sat 31-Dec-2011,07:20 AM  Sat 31-Dec-2011,G6B
flightstats,2011-12-31-AA-3842-MSP-ORD,2011-12-31 6:00 AM,2011-12-31 5:50 AM,,2011-12-31 7:30 AM,2011-12-31 7:20 AM,
quicktrip,2011-12-31-AA-3842-MSP-ORD,2011-12-31 6:00 AM,2011-12-31 5:50 AM,,2011-12-31 7:30 AM,2011-12-31 7:20 AM,
world-flight-tracker,2011-12-31-AA-3842-MSP-ORD,2011-12-31 6:00 AM,2011-12-31 5:50 AM,,2011-12-31 7:30 AM,2011-12-31 7:20 AM,
flightview,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,E14,7:30 AM- Dec 31,7:06 AM- Dec 31,G6B
panynj,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,E14,7:30 AM- Dec 31,7:06 AM- Dec 31,G6B
gofox,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,,7:30 AM- Dec 31,7:06 AM- Dec 31,
foxbusiness,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,E14,7:30 AM- Dec 31,7:06 AM- Dec 31,G6B
allegiantair,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,E14,7:30 AM- Dec 31,7:06 AM- Dec 31,G6B
boston,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,,7:30 AM- Dec 31,7:06 AM- Dec 31,
travelocity,2011-12-31-AA-3842-MSP-ORD,Dec 31 - 6:00am,Dec 31 - 5:50am,E14,Dec 31 - 7:30am,Dec 31 - 7:20am,G6B/T3
orbitz,2011-12-31-AA-3842-MSP-ORD,6:00aDec 31,5:50aDec 31, E14,7:30aDec 31,7:20aDec 31, G6B
weather,2011-12-31-AA-3842-MSP-ORD,2011-12-31 06:00 AM,,,2011-12-31 07:30 AM,,
ord,2011-12-31-AA-3842-MSP-ORD,2011-12-31 6:00 AM,,E14,2011-12-31 7:30 AM,,G6B
usatoday,2011-12-31-AA-3842-MSP-ORD,6:00 AM- Dec 31,6:12 AM- Dec 31,,7:30 AM- Dec 31,7:06 AM- Dec 31,
flightwise,2011-12-31-AA-3842-MSP-ORD,2011-12-31 06:00AM CST,2011-12-31 06:11AM CST, E14 ,2011-12-31 07:13AM CST,2011-12-31 07:01AM CST, G6B 
flightarrival,2011-12-31-AA-3842-MSP-ORD,2011-12-31 06:00 AM,,,2011-12-31 07:30 AM,,
aa,2011-12-31-AA-518-MIA-JFK,December 31- 2011               06:30 AM    ,December 31- 2011               06:28 AM    , D23,December 31- 2011               09:15 AM    ,December 31- 2011               08:48 AM    , 46    
flightexplorer,2011-12-31-AA-518-MIA-JFK,,12/31/2011 6:38AM EST,,,12/31/2011 8:49AM EST,
airtravelcenter,2011-12-31-AA-518-MIA-JFK,,12/31/11 6:38 AM (-05:00),,,12/31/11 8:41 AM (-05:00),
myrateplan,2011-12-31-AA-518-MIA-JFK,,12/31/11 6:38 AM (-05:00),,,12/31/11 8:41 AM (-05:00),
helloflight,2011-12-31-AA-518-MIA-JFK,,12/31/11 6:38 AM (-05:00),,,12/31/11 8:41 AM (-05:00),
flytecomm,2011-12-31-AA-518-MIA-JFK,,12/31/11 6:38 AM (-05:00),,,12/31/11 8:41 AM (-05:00),
flightaware,2011-12-31-AA-518-MIA-JFK,2011-12-31 06:30AM EST,2011-12-31 06:38AM EST, D23 ,2011-12-31 09:01AM EST,2011-12-31 08:38AM EST, 46 
wunderground,2011-12-31-AA-518-MIA-JFK,2011-12-31 06:30AM EST,2011-12-31 06:38AM EST, D23 ,2011-12-31 09:01AM EST,2011-12-31 08:38AM EST, 46 
flights,2011-12-31-AA-518-MIA-JFK,06:30 AM  Sat 31-Dec-2011,06:28 AM  Sat 31-Dec-2011,D23,09:15 AM  Sat 31-Dec-2011,08:48 AM  Sat 31-Dec-2011,C46
businesstravellogue,2011-12-31-AA-518-MIA-JFK,06:30 AM  Sat 31-Dec-2011,06:28 AM  Sat 31-Dec-2011,D23,09:15 AM  Sat 31-Dec-2011,08:48 AM  Sat 31-Dec-2011,C46
flylouisville,2011-12-31-AA-518-MIA-JFK,06:30 AM  Sat 31-Dec-2011,06:28 AM  Sat 31-Dec-2011,D23,09:15 AM  Sat 31-Dec-2011,08:48 AM  Sat 31-Dec-2011,C46
flightstats,2011-12-31-AA-518-MIA-JFK,2011-12-31 6:30 AM,2011-12-31 6:28 AM,,2011-12-31 9:15 AM,2011-12-31 8:48 AM,
quicktrip,2011-12-31-AA-518-MIA-JFK,2011-12-31 6:30 AM,2011-12-31 6:28 AM,,2011-12-31 9:15 AM,2011-12-31 8:48 AM,
world-flight-tracker,2011-12-31-AA-518-MIA-JFK,2011-12-31 6:30 AM,2011-12-31 6:28 AM,,2011-12-31 9:15 AM,2011-12-31 8:48 AM,
flightview,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,Terminal D - D23,9:15 AM- Dec 31,8:48 AM- Dec 31,Terminal 8 - 46
panynj,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,Terminal D - D23,9:15 AM- Dec 31,8:48 AM- Dec 31,Terminal 8 - 46
gofox,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,,9:15 AM- Dec 31,8:48 AM- Dec 31,
foxbusiness,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,Terminal D - D23,9:15 AM- Dec 31,8:48 AM- Dec 31,Terminal 8 - 46
allegiantair,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,Terminal D - D23,9:15 AM- Dec 31,8:48 AM- Dec 31,Terminal 8 - 46
boston,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,,9:15 AM- Dec 31,8:42 AM- Dec 31,
travelocity,2011-12-31-AA-518-MIA-JFK,Dec 31 - 6:30am,Dec 31 - 6:28am,D23,Dec 31 - 9:15am,Dec 31 - 8:48am,46/8
orbitz,2011-12-31-AA-518-MIA-JFK,6:30aDec 31,6:28aDec 31, D23,9:15aDec 31,8:48aDec 31, 46
weather,2011-12-31-AA-518-MIA-JFK,2011-12-31 06:30 AM,2011-12-31 06:38 AM,,2011-12-31 09:15 AM,2011-12-31 08:49 AM,
usatoday,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,,9:15 AM- Dec 31,8:42 AM- Dec 31,
flightwise,2011-12-31-AA-518-MIA-JFK,2011-12-31 06:30AM EST,2011-12-31 06:38AM EST, D23 ,2011-12-31 09:01AM EST,2011-12-31 08:38AM EST, 46 
flightarrival,2011-12-31-AA-518-MIA-JFK,6:30 AM- Dec 31,6:38 AM- Dec 31,,9:15 AM- Dec 31,8:42 AM- Dec 31,
aa,2011-12-31-AA-1007-MIA-PHX,December 31- 2011               04:55 PM    ,December 31- 2011               04:45 PM    , D30,December 31- 2011               08:05 PM    ,December 31- 2011               07:34 PM    , 6    
airtravelcenter,2011-12-31-AA-1007-MIA-PHX,,12/31/11 5:00 PM (-05:00),,,12/31/11 7:20 PM (-07:00),
myrateplan,2011-12-31-AA-1007-MIA-PHX,,12/31/11 5:00 PM (-05:00),,,12/31/11 7:20 PM (-07:00),
helloflight,2011-12-31-AA-1007-MIA-PHX,,12/31/11 5:00 PM (-05:00),,,12/31/11 7:20 PM (-07:00),
flytecomm,2011-12-31-AA-1007-MIA-PHX,,12/31/11 5:00 PM (-05:00),,,12/31/11 7:20 PM (-07:00),
